NAME,QUANTITY_TYPE,CATALOG_NAME,CATALOG_SYMBOL,RP66_SYMBOL,BASE_UNIT,A,B,C,D
16th of an inch,radius,POSC,in/16,1/16 in,m,0,0.0015875,1,0
16th of an inch,radius of curvature,POSC,in/16,1/16 in,m,0,0.0015875,1,0
16th of an inch,Cartesian coordinates,POSC,in/16,1/16 in,m,0,0.0015875,1,0
16th of an inch,diameter,POSC,in/16,1/16 in,m,0,0.0015875,1,0
32nd of an inch,length,POSC,in/32,1/32 in,m,0,0.00079375,1,0
32nd of an inch,breadth,POSC,in/32,1/32 in,m,0,0.00079375,1,0
32nd of an inch,height,POSC,in/32,1/32 in,m,0,0.00079375,1,0
32nd of an inch,thickness,POSC,in/32,1/32 in,m,0,0.00079375,1,0
32nd of an inch,radius,POSC,in/32,1/32 in,m,0,0.00079375,1,0
32nd of an inch,radius of curvature,POSC,in/32,1/32 in,m,0,0.00079375,1,0
32nd of an inch,Cartesian coordinates,POSC,in/32,1/32 in,m,0,0.00079375,1,0
32nd of an inch,diameter,POSC,in/32,1/32 in,m,0,0.00079375,1,0
64th of an inch,length,POSC,in/64,1/64 in,m,0,0.000396875,1,0
64th of an inch,breadth,POSC,in/64,1/64 in,m,0,0.000396875,1,0
64th of an inch,height,POSC,in/64,1/64 in,m,0,0.000396875,1,0
64th of an inch,thickness,POSC,in/64,1/64 in,m,0,0.000396875,1,0
64th of an inch,radius,POSC,in/64,1/64 in,m,0,0.000396875,1,0
64th of an inch,radius of curvature,POSC,in/64,1/64 in,m,0,0.000396875,1,0
64th of an inch,Cartesian coordinates,POSC,in/64,1/64 in,m,0,0.000396875,1,0
64th of an inch,diameter,POSC,in/64,1/64 in,m,0,0.000396875,1,0
inches/year,velocity,POSC,in/a,in/a,m/s,0,0.0254,31558150,0
inches/inch degree Fahrenheit,linear thermal expansion,POSC,in/in.degF,in/in.degF,1/K,0,1.Ağu,1,0
inches/minute,velocity,POSC,in/min,in/min,m/s,0,0.0254,60,0
inches/second,velocity,POSC,in/s,in/s,m/s,0,0.0254,1,0
square inches,area,POSC,in2,in2|sq in,m2,0,0.00064516,1,0
square inches/square foot,area per area,POSC,in2/ft2,in2/ft2,Euc,0,1,144,0
square inches/square foot,shear strain,POSC,in2/ft2,in2/ft2,Euc,0,1,144,0
square inches/square inch,area per area,POSC,in2/in2,in2/in2,Euc,0,1,1,0
square inches/square inch,shear strain,POSC,in2/in2,in2/in2,Euc,0,1,1,0
square inches/second,kinematic viscosity,POSC,in2/s,in2/s,m2/s,0,0.00064516,1,0
square inches/second,thermal diffusivity,POSC,in2/s,in2/s,m2/s,0,0.00064516,1,0
square inches/second,area per time,POSC,in2/s,in2/s,m2/s,0,0.00064516,1,0
cubic inches,volume,POSC,in3,in3|cu in,m3,0,0.00001638706,1,0
cubic inches/foot,volume per length,POSC,in3/ft,in3/ft,m2,0,0.000016387064,0.3048,0
inches to the fourth,second moment of area,POSC,in4,in4,m4,0,0.0000004162314,1,0
inches of water at 39.2 deg F,force per area,POSC,inH2O(39.2F),in4,Pa,0,249.082,1,0
inches of water at 39.2 deg F,pressure,POSC,inH2O(39.2F),in4,Pa,0,249.082,1,0
inches of water at 60 deg F,force per area,POSC,inH2O(60F),in4,Pa,0,248.84,1,0
inches of water at 60 deg F,pressure,POSC,inH2O(60F),in4,Pa,0,248.84,1,0
inches of mercury at 32 deg F,force per area,POSC,inHg(32F),in4,Pa,0,3386.38,1,0
inches of mercury at 32 deg F,pressure,POSC,inHg(32F),in4,Pa,0,3386.38,1,0
inches of mercury at 60 deg F,force per area,POSC,inHg(60F),in4,Pa,0,3376.85,1,0
inches of mercury at 60 deg F,pressure,POSC,inHg(60F),in4,Pa,0,3376.85,1,0
US Survey inch,length,POSC,inUS,inUS,m,0,1,39.37,0
US Survey inch,depth,POSC,inUS,inUS,m,0,1,39.37,0
US Survey inch,Cartesian coordinates,POSC,inUS,inUS,m,0,1,39.37,0
US Survey inch,distance,POSC,inUS,inUS,m,0,1,39.37,0
joules/square centimetre,energy per area,POSC,J/cm2,J/cm2,N/m,0,10000,1,0
joules/cubic decimetre,normal stress,POSC,J/dm3,J/dm3,J/m3,0,1000,1,0
joules/cubic decimetre,shear stress,POSC,J/dm3,J/dm3,J/m3,0,1000,1,0
joules/cubic decimetre,modulus of elasticity,POSC,J/dm3,J/dm3,J/m3,0,1000,1,0
joules/cubic decimetre,shear modulus,POSC,J/dm3,J/dm3,J/m3,0,1000,1,0
joules/cubic decimetre,modulus of rigidity,POSC,J/dm3,J/dm3,J/m3,0,1000,1,0
joules/cubic decimetre,bulk modulus,POSC,J/dm3,J/dm3,J/m3,0,1000,1,0
joules/cubic decimetre,modulus of compression,POSC,J/dm3,J/dm3,J/m3,0,1000,1,0
joules/cubic decimetre,electromagnetic energy density,POSC,J/dm3,J/dm3,J/m3,0,1000,1,0
joules/cubic decimetre,radiant energy density,POSC,J/dm3,J/dm3,J/m3,0,1000,1,0
joules/gram,specific energy,POSC,J/g,J/g,J/kg,0,1000,1,0
joules/gram degree Kelvin,specific heat capacity,POSC,J/g.K,J/g.K,J/kg.K,0,1000,1,0
joules/gram degree Kelvin,massic heat capacity,POSC,J/g.K,J/g.K,J/kg.K,0,1000,1,0
joules/metre,energy per length,POSC,J/m,J/m,N,0,1,1,0
joules/square metre,energy per area,POSC,J/m2,J/m2,N/m,0,1,1,0
joules/second square metre deg C,heat transfer coefficient,POSC,J/s.m2.degC,J/s.m2.degC,W/m2.K,0,1,1,0
degrees Kelvin square metres/kilowatt,thermal insulance,POSC,K.m2/kW,K.m2/kW,K.m2/W,0,0.001,1,0
degrees Kelvin square metres/kilowatt,coefficient of thermal insulation,POSC,K.m2/kW,K.m2/kW,K.m2/W,0,0.001,1,0
kiloampere,electric current,POSC,kA,kA,A,0,1000,1,0
kiloampere,magnetic potential difference,POSC,kA,kA,A,0,1000,1,0
kiloampere,magnetomotive force,POSC,kA,kA,A,0,1000,1,0
thousand barrels per day,volume flow rate,POSC,kbbl/d,kA,m3/s,0,1.589.873,86400,0
kilobyte,digital storage,POSC,kbyte,kA,byte,0,1024,1,0
kilocoulombs,electric capacity,POSC,kC,kC,C,0,1000,1,0
kilocoulombs,electric charge,POSC,kC,kC,C,0,1000,1,0
kilocoulombs,electric flux,POSC,kC,kC,C,0,1000,1,0
kilocalories,energy,POSC,kcal,kcal,J,0,4184,1,0
kilocalories,work,POSC,kcal,kcal,J,0,4184,1,0
kilocalorie metres/square centimetre,energy length per area,POSC,kcal.m/cm2,kcal.m/cm2,N,0,4184,0.0001,0
kilocalories/cubic centimetre,normal stress,POSC,kcal/cm3,kcal/cm3,J/m3,0,4184,0.000001,0
kilocalories/cubic centimetre,shear stress,POSC,kcal/cm3,kcal/cm3,J/m3,0,4184,0.000001,0
kilocalories/cubic centimetre,modulus of elasticity,POSC,kcal/cm3,kcal/cm3,J/m3,0,4184,0.000001,0
kilocalories/cubic centimetre,shear modulus,POSC,kcal/cm3,kcal/cm3,J/m3,0,4184,0.000001,0
kilocalories/cubic centimetre,modulus of rigidity,POSC,kcal/cm3,kcal/cm3,J/m3,0,4184,0.000001,0
kilocalories/cubic centimetre,bulk modulus,POSC,kcal/cm3,kcal/cm3,J/m3,0,4184,0.000001,0
kilocalories/cubic centimetre,modulus of compression,POSC,kcal/cm3,kcal/cm3,J/m3,0,4184,0.000001,0
kilocalories/cubic centimetre,electromagnetic energy density,POSC,kcal/cm3,kcal/cm3,J/m3,0,4184,0.000001,0
kilocalories/cubic centimetre,radiant energy density,POSC,kcal/cm3,kcal/cm3,J/m3,0,4184,0.000001,0
kilocalories/gram,specific energy,POSC,kcal/g,kcal/g,J/kg,0,4184,0.001,0
kilocalories/hour,power,POSC,kcal/h,kcal/h,W,0,1.162.222,1,0
kilocalories/hour metre degree Celsius,thermal conductivity,POSC,kcal/h.m.degC,kcal/h.m.degC,W/m.K,0,1.162.222,1,0
kilocalorie/hour square metre deg C,heat transfer coefficient,POSC,kcal/h.m2.degC,kcal/h.m2.degC,W/m2.K,0,1.162.222,1,0
kilocalories/kilogram,specific energy,POSC,kcal/kg,kcal/kg,J/kg,0,4184,1,0
kilocalories/kilogram degree Celsius,specific heat capacity,POSC,kcal/kg.degC,kcal/kg.degC,J/kg.K,0,4184,1,0
kilocalories/kilogram degree Celsius,massic heat capacity,POSC,kcal/kg.degC,kcal/kg.degC,J/kg.K,0,4184,1,0
kilocalroies/cubic metre,normal stress,POSC,kcal/m3,kcal/m3,J/m3,0,4184,1,0
kilocalroies/cubic metre,shear stress,POSC,kcal/m3,kcal/m3,J/m3,0,4184,1,0
kilocalroies/cubic metre,modulus of elasticity,POSC,kcal/m3,kcal/m3,J/m3,0,4184,1,0
kilocalroies/cubic metre,shear modulus,POSC,kcal/m3,kcal/m3,J/m3,0,4184,1,0
kilocalroies/cubic metre,modulus of rigidity,POSC,kcal/m3,kcal/m3,J/m3,0,4184,1,0
kilocalroies/cubic metre,bulk modulus,POSC,kcal/m3,kcal/m3,J/m3,0,4184,1,0
kilocalroies/cubic metre,modulus of compression,POSC,kcal/m3,kcal/m3,J/m3,0,4184,1,0
kilocalroies/cubic metre,electromagnetic energy density,POSC,kcal/m3,kcal/m3,J/m3,0,4184,1,0
kilocalroies/cubic metre,radiant energy density,POSC,kcal/m3,kcal/m3,J/m3,0,4184,1,0
kilocalories/mole (gram),molar thermodynamic energy,POSC,kcal/mol,kcal/m3,J/mol,0,4184,1,0
kilocalories/mole (gram),chemical potential,POSC,kcal/mol,kcal/m3,J/mol,0,4184,1,0
kilocalories/mole (gram),affinity of a chemical reaction,POSC,kcal/mol,kcal/m3,J/mol,0,4184,1,0
kilocalories/mole (gram),molar thermodynamic energy,POSC,kcal/mol(g),kcal/m3,J/mol,0,4184000,1,0
kilocalories/mole (gram),chemical potential,POSC,(Deprecated),kcal/m3,J/mol,0,4184000,1,0
kilocalories/mole (gram),affinity of a chemical reaction,POSC,(Deprecated),kcal/m3,J/mol,0,4184000,1,0
kilocandela,luminous intensity,POSC,kcd,kcd,cd,0,1000,1,0
kilkodynes,force,POSC,kdyne,kcd,N,0,0.01,1,0
thousand per second,per time,POSC,kEuc/s,kcd,1/s,0,1000,1,0
kiloelectron volts,energy,POSC,keV,keV,J,0,1.60E-08,1,0
kiloelectron volts,work,POSC,keV,keV,J,0,1.60E-08,1,0
thousand foot pounds force,moment of force,POSC,kft.lbf,keV,J,0,1355818,1,0
thousand foot pounds force,moment of couple,POSC,kft.lbf,keV,J,0,1355818,1,0
thousand foot pounds force,torque,POSC,kft.lbf,keV,J,0,1355818,1,0
thousand feet per hour,velocity,POSC,kft/h,keV,m/s,0,304.8,3600,0
thousand feet per second,velocity,POSC,kft/s,keV,m/s,0,304.8,1,0
kilogram metres/square centimetre,mass per length,POSC,kg.m/cm2,kg.m/cm2,kg/m,0,10000,1,0
kilogram per day,mass flow rate,POSC,kg/d,kg/d,kg/s,0,1,86400,0
kilograms/cubic decimetre,density,POSC,kg/dm3,kg/dm3,kg/m3,0,1000,1,0
kilograms/cubic decimetre,mass density,POSC,kg/dm3,kg/dm3,kg/m3,0,1000,1,0
kilograms/cubic decimetre,volumic mass,POSC,kg/dm3,kg/dm3,kg/m3,0,1000,1,0
kilograms/decimetre fourth,mass per volume per length,POSC,kg/dm4,kg/dm4,kg/m4,0,10000,1,0
kilograms/hour,mass flow rate,POSC,kg/h,kg/h,kg/s,0,1,3600,0
kilograms/kilogram,mass concentration,POSC,kg/kg,kg/kg,Euc,0,1,1,0
kilograms/kilowatt hour,mass per energy,POSC,kg/kW.h,kg/kW.h,kg/J,0,1,3600000,0
kilogram per litre,density,POSC,kg/L,kg/L,kg/m3,0,1000,1,0
kilogram per litre,mass density,POSC,kg/L,kg/L,kg/m3,0,1000,1,0
kilogram per litre,volumic mass,POSC,kg/L,kg/L,kg/m3,0,1000,1,0
kilograms/metre second,mass per time per length,POSC,kg/m.s,kg/m.s,Pa.s,0,1,1,0
kilogram per min,mass flow rate,POSC,kg/min,kg/min,kg/s,0,1,60,0
kilograms/megajoule,mass per energy,POSC,kg/MJ,kg/MJ,kg/J,0,0.000001,1,0
kilogram per 94 pound sack,mass concentration,POSC,kg/sack94,kg/MJ,Euc,0,1,4.263.769,0
kilogram force,force,POSC,kgf,kgf,N,0,980.665,1,0
kilogram force metres,moment of force,POSC,kgf.m,kgf.m,J,0,980.665,1,0
kilogram force metres,moment of couple,POSC,kgf.m,kgf.m,J,0,980.665,1,0
kilogram force metres,torque,POSC,kgf.m,kgf.m,J,0,980.665,1,0
kilogram force metres/square centimetre,energy per area,POSC,kgf.m/cm2,kgf.m/cm2,N/m,0,98066.5,1,0
kilograms force metres/metre,force length per length,POSC,kgf.m/m,kgf.m/m,N,0,980.665,1,0
kilogram force metres squared,force area,POSC,kgf.m2,kgf.m2,N.m2,0,980.665,1,0
kilograms force seconds/square metre,dynamic viscosity,POSC,kgf.s/m2,kgf.s/m2,Pa.s,0,980.665,1,0
kilograms force/centimetre,force per length,POSC,kgf/cm,kgf/cm,N/m,0,980.665,0.01,0
kilogram per square centimeter,force per area,POSC,kgf/cm2,kgf/cm2,Pa,0,980.665,0.0001,0
kilogram per square centimeter,pressure,POSC,kgf/cm2,kgf/cm2,Pa,0,980.665,0.0001,0
kilogram force per kilogram force,force per force,POSC,kgf/kgf,kgf/kgf,Euc,0,1,1,0
kilogram force/square millimetre,force per area,POSC,kgf/mm2,kgf/mm2,Pa,0,980.665,0.000001,0
kilogram force/square millimetre,pressure,POSC,kgf/mm2,kgf/mm2,Pa,0,980.665,0.000001,0
kilohertz,frequency,POSC,kHz,kHz,rad/s,0,6.283.185.307,1,0
kilojoules,energy,POSC,kJ,kJ,J,0,1000,1,0
kilojoules,work,POSC,kJ,kJ,J,0,1000,1,0
kilojoule metres/hour sq metre deg K,energy length per time area temperature,POSC,kJ.m/h.m2.K,kJ.m/h.m2.K,W/m.K,0,1,3.Haz,0
kilojoules/cubic decimetre,normal stress,POSC,kJ/dm3,kJ/dm3,J/m3,0,1000000,1,0
kilojoules/cubic decimetre,shear stress,POSC,kJ/dm3,kJ/dm3,J/m3,0,1000000,1,0
kilojoules/cubic decimetre,modulus of elasticity,POSC,kJ/dm3,kJ/dm3,J/m3,0,1000000,1,0
kilojoules/cubic decimetre,shear modulus,POSC,kJ/dm3,kJ/dm3,J/m3,0,1000000,1,0
kilojoules/cubic decimetre,modulus of rigidity,POSC,kJ/dm3,kJ/dm3,J/m3,0,1000000,1,0
kilojoules/cubic decimetre,bulk modulus,POSC,kJ/dm3,kJ/dm3,J/m3,0,1000000,1,0
kilojoules/cubic decimetre,modulus of compression,POSC,kJ/dm3,kJ/dm3,J/m3,0,1000000,1,0
kilojoules/cubic decimetre,electromagnetic energy density,POSC,kJ/dm3,kJ/dm3,J/m3,0,1000000,1,0
kilojoules/cubic decimetre,radiant energy density,POSC,kJ/dm3,kJ/dm3,J/m3,0,1000000,1,0
kilojoules/hour square metre deg K,heat transfer coefficient,POSC,kJ/h.m2.K,kJ/h.m2.K,W/m2.K,0,1000,3600,0
kilojoule/kilogram,specific energy,POSC,kJ/kg,kJ/kg,J/kg,0,1000,1,0
kilojoules/kilogram degree Kelvin,specific heat capacity,POSC,kJ/kg.K,kJ/kg.K,J/kg.K,0,1000,1,0
kilojoules/kilogram degree Kelvin,massic heat capacity,POSC,kJ/kg.K,kJ/kg.K,J/kg.K,0,1000,1,0
kilojoule/cubic metre,normal stress,POSC,kJ/m3,kJ/m3,J/m3,0,1000,1,0
kilojoule/cubic metre,shear stress,POSC,kJ/m3,kJ/m3,J/m3,0,1000,1,0
kilojoule/cubic metre,modulus of elasticity,POSC,kJ/m3,kJ/m3,J/m3,0,1000,1,0
kilojoule/cubic metre,shear modulus,POSC,kJ/m3,kJ/m3,J/m3,0,1000,1,0
kilojoule/cubic metre,modulus of rigidity,POSC,kJ/m3,kJ/m3,J/m3,0,1000,1,0
kilojoule/cubic metre,bulk modulus,POSC,kJ/m3,kJ/m3,J/m3,0,1000,1,0
kilojoule/cubic metre,modulus of compression,POSC,kJ/m3,kJ/m3,J/m3,0,1000,1,0
kilojoule/cubic metre,electromagnetic energy density,POSC,kJ/m3,kJ/m3,J/m3,0,1000,1,0
kilojoule/cubic metre,radiant energy density,POSC,kJ/m3,kJ/m3,J/m3,0,1000,1,0
kilojoule/mole (kilogram),molar thermodynamic energy,POSC,kJ/kmol,kJ/mol,J/mol,0,1.0,1,0
kilojoule/mole (kilogram),chemical potential,POSC,kJ/kmol,kJ/mol,J/mol,0,1.0,1,0
kilojoule/mole (kilogram),affinity of a chemical reaction,POSC,kJ/kmol,kJ/mol,J/mol,0,1.0,1,0
kilojoule/mole (kilogram),molar thermodynamic energy,POSC,kJ/mol(kg),kJ/mol,J/mol,0,1000,1,0
kilojoule/mole (kilogram),chemical potential,POSC,(Deprecated),kJ/mol,J/mol,0,1000,1,0
kilojoule/mole (kilogram),affinity of a chemical reaction,POSC,(Deprecated),kJ/mol,J/mol,0,1000,1,0
kilojoules/mole (kilogram) deg K,molar heat capacity,POSC,kJ/kmol.K,kJ/kmol.K,J/mol.K,0,1.0,1,0
kilojoules/mole (kilogram) deg K,molar entropy,POSC,kJ/kmol.K,kJ/kmol.K,J/mol.K,0,1.0,1,0
kilojoules/mole (kilogram) deg K,molar gas constant,POSC,kJ/kmol.K,kJ/kmol.K,J/mol.K,0,1.0,1,0
kilojoules/mole (kilogram) deg K,molar heat capacity,POSC,kJ/mol(kg).K,kJ/mol.K,J/mol.K,0,1000,1,0
kilojoules/mole (kilogram) deg K,molar entropy,POSC,(Deprecated),kJ/mol.K,J/mol.K,0,1000,1,0
kilojoules/mole (kilogram) deg K,molar gas constant,POSC,(Deprecated),kJ/mol.K,J/mol.K,0,1000,1,0
thousand pounds force,force,POSC,klbf,kJ/mol.K,N,0,4.448.222,1,0
thousand pounds mass,mass,POSC,klbm,kJ/mol.K,kg,0,4.535.924,1,0
thousand pounds mass per inch,mass per length,POSC,klbm/in,kJ/mol.K,kg/m,0,4.535.924,0.0254,0
thousand pounds mass per inch,linear density,POSC,klbm/in,kJ/mol.K,kg/m,0,4.535.924,0.0254,0
kilolux,illuminance,POSC,klx,klx,lx,0,1000,1,0
kilometre,length,POSC,km,km,m,0,1000,1,0
kilometre,breadth,POSC,km,km,m,0,1000,1,0
kilometre,height,POSC,km,km,m,0,1000,1,0
kilometre,thickness,POSC,km,km,m,0,1000,1,0
kilometre,radius,POSC,km,km,m,0,1000,1,0
kilometre,radius of curvature,POSC,km,km,m,0,1000,1,0
kilometre,Cartesian coordinates,POSC,km,km,m,0,1000,1,0
kilometre,diameter,POSC,km,km,m,0,1000,1,0
kilometre,length of path,POSC,km,km,m,0,1000,1,0
kilometre,distance,POSC,km,km,m,0,1000,1,0
kilometre,wavelength,POSC,km,km,m,0,1000,1,0
kilometre,mean free path,POSC,km,km,m,0,1000,1,0
kilometre/ centimetre,scale,POSC,km/cm,km/cm,Euc,0,100000,1,0
kilometre/ centimetre,length per length,POSC,km/cm,km/cm,Euc,0,100000,1,0
kilometres/cubic decimetre,length per volume,POSC,km/dm3,km/dm3,1/m2,0,1000000,1,0
kilometres/hour,velocity,POSC,km/h,km/h,m/s,0,1,3.Haz,0
kilometres/litre,length per volume,POSC,km/L,km/L,1/m2,0,1000000,1,0
kilometer per second,velocity,POSC,km/s,km/s,m/s,0,1000,1,0
square kilometres,area,POSC,km2,km2,m2,0,1000000,1,0
cubic kilometres,volume,POSC,km3,km3,m3,0,1000000000,1,0
kilomole,amount of substance,POSC,kmol,kmol,mol,0,1000,1,0
kilonewtons,force,POSC,kN,kN,N,0,1000,1,0
kilonewton metres,moment of force,POSC,kN.m,kN.m,J,0,1000,1,0
kilonewton metres,moment of couple,POSC,kN.m,kN.m,J,0,1000,1,0
kilonewton metres,torque,POSC,kN.m,kN.m,J,0,1000,1,0
kilonewton metres squared,force area,POSC,kN.m2,kN.m2,N.m2,0,1000,1,0
kilonewtons/metre,force per length,POSC,kN/m,kN/m,N/m,0,1000,1,0
kilonewtons/square metre,force per area,POSC,kN/m2,kN/m2,Pa,0,1000,1,0
kilonewtons/square metre,pressure,POSC,kN/m2,kN/m2,Pa,0,1000,1,0
knots,velocity,POSC,knot,kN/m2,m/s,0,1852,3600,0
kilohm,resistance,POSC,kohm,kohm,ohm,0,1000,1,0
kilohm,impedance,POSC,kohm,kohm,ohm,0,1000,1,0
kilo ohm metre,electrical resistivity,POSC,kohm.m,kohm.m,ohm.m,0,1000,1,0
kilopascals,force per area,POSC,kPa,kPa,Pa,0,1000,1,0
kilopascals,pressure,POSC,kPa,kPa,Pa,0,1000,1,0
kilopascal seconds/metre,mass per time per area,POSC,kPa.s/m,kPa.s/m,kg/m2.s,0,1000,1,0
kilopascal per hundred meter,force per volume,POSC,kPa/100m,kPa/hm,Pa/m,0,10,1,0
kilopascal per hundred meter,pressure per length,POSC,kPa/100m,kPa/hm,Pa/m,0,10,1,0
kilopascal per hour,pressure per time,POSC,kPa/h,kPa/h,Pa/s,0,1000,3600,0
kilopascals/metre,force per volume,POSC,kPa/m,kPa/m,Pa/m,0,1000,1,0
kilopascals/metre,pressure per length,POSC,kPa/m,kPa/m,Pa/m,0,1000,1,0
kilopascal per min,pressure per time,POSC,kPa/min,kPa/min,Pa/s,0,1000,60,0
kilopascal squared,pressure squared,POSC,kPa2,kPa2,Pa2,0,1000000,1,0
kilopascal squared per centipoise,pressure squared per (dynamic viscosity),POSC,kPa2/cP,kPa2/cP,Pa/s,0,1000000000,1,0
kilopascal squared per thousand centipoise,pressure squared per (dynamic viscosity),POSC,kPa2/kcP,kPa2/cP,Pa/s,0,1000000,1,0
thousand pounds per square inch,force per area,POSC,kpsi,kPa2/cP,Pa,0,6894757,1,0
thousand pounds per square inch,pressure,POSC,kpsi,kPa2/cP,Pa,0,6894757,1,0
thousand pound per square inch. squared,pressure squared,POSC,kpsi2,kPa2/cP,Pa2,0,4.75377E+13,1,0
kiloradian,plane angle,POSC,krad,kPa2/cP,rad,0,1000,1,0
kilosiemens,electric conductance,POSC,kS,kS,S,0,1000,1,0
kilosiemens,admittance,POSC,kS,kS,S,0,1000,1,0
kilosiemens,susceptance,POSC,kS,kS,S,0,1000,1,0
kilo standard cubic metres 15C,standard volume,POSC,ksm3,kS,scm(15C),0,1000,1,0
thousand std cubic metres/ day,standard volume per time,POSC,ksm3/d,kS,scm(15C)/s,0,1000,86400,0
1000 std cubic metres/ std cubic metre,volume per volume,POSC,ksm3/sm3,kS,Euc,0,1000,1,0
kilovolt,electric potential,POSC,kV,kV,V,0,1000,1,0
kilowatts,power,POSC,kW,kW,W,0,1000,1,0
kilowatts,heat flow rate,POSC,kW,kW,W,0,1000,1,0
kilowatt hours,energy,POSC,kW.h,kW.h,J,0,3600000,1,0
kilowatt hours,work,POSC,kW.h,kW.h,J,0,3600000,1,0
kilowatt hours/decimetre,normal stress,POSC,kW.h/dm3,kW.h/dm3,J/m3,0,3600000,0.001,0
kilowatt hours/decimetre,shear stress,POSC,kW.h/dm3,kW.h/dm3,J/m3,0,3600000,0.001,0
kilowatt hours/decimetre,modulus of elasticity,POSC,kW.h/dm3,kW.h/dm3,J/m3,0,3600000,0.001,0
kilowatt hours/decimetre,shear modulus,POSC,kW.h/dm3,kW.h/dm3,J/m3,0,3600000,0.001,0
kilowatt hours/decimetre,modulus of rigidity,POSC,kW.h/dm3,kW.h/dm3,J/m3,0,3600000,0.001,0
kilowatt hours/decimetre,bulk modulus,POSC,kW.h/dm3,kW.h/dm3,J/m3,0,3600000,0.001,0
kilowatt hours/decimetre,modulus of compression,POSC,kW.h/dm3,kW.h/dm3,J/m3,0,3600000,0.001,0
kilowatt hours/decimetre,electromagnetic energy density,POSC,kW.h/dm3,kW.h/dm3,J/m3,0,3600000,0.001,0
kilowatt hours/decimetre,radiant energy density,POSC,kW.h/dm3,kW.h/dm3,J/m3,0,3600000,0.001,0
kilowatt hours/kilogram,specific energy,POSC,kW.h/kg,kW.h/kg,J/kg,0,3600000,1,0
kilowatt hours/kilogram degree C,specific heat capacity,POSC,kW.h/kg.degC,kW.h/kg.degC,J/kg.K,0,3600000,1,0
kilowatt hours/kilogram degree C,massic heat capacity,POSC,kW.h/kg.degC,kW.h/kg.degC,J/kg.K,0,3600000,1,0
kilowatt hours/cubic metres,normal stress,POSC,kW.h/m3,kW.h/m3,J/m3,0,3600000,1,0
kilowatt hours/cubic metres,shear stress,POSC,kW.h/m3,kW.h/m3,J/m3,0,3600000,1,0
kilowatt hours/cubic metres,modulus of elasticity,POSC,kW.h/m3,kW.h/m3,J/m3,0,3600000,1,0
kilowatt hours/cubic metres,shear modulus,POSC,kW.h/m3,kW.h/m3,J/m3,0,3600000,1,0
kilowatt hours/cubic metres,modulus of rigidity,POSC,kW.h/m3,kW.h/m3,J/m3,0,3600000,1,0
kilowatt hours/cubic metres,bulk modulus,POSC,kW.h/m3,kW.h/m3,J/m3,0,3600000,1,0
kilowatt hours/cubic metres,modulus of compression,POSC,kW.h/m3,kW.h/m3,J/m3,0,3600000,1,0
kilowatt hours/cubic metres,electromagnetic energy density,POSC,kW.h/m3,kW.h/m3,J/m3,0,3600000,1,0
kilowatt hours/cubic metres,radiant energy density,POSC,kW.h/m3,kW.h/m3,J/m3,0,3600000,1,0
kilowatts/square centimetre,density of heat flow rate,POSC,kW/cm2,kW/cm2,W/m2,0,10000000,1,0
kilowatts/square centimetre,poynting vector,POSC,kW/cm2,kW/cm2,W/m2,0,10000000,1,0
kilowatts/square centimetre,radiant energy,POSC,kW/cm2,kW/cm2,W/m2,0,10000000,1,0
kilowatts/square centimetre,fluence rate,POSC,kW/cm2,kW/cm2,W/m2,0,10000000,1,0
kilowatts/square centimetre,radiant exitance,POSC,kW/cm2,kW/cm2,W/m2,0,10000000,1,0
kilowatts/square centimetre,irradiance,POSC,kW/cm2,kW/cm2,W/m2,0,10000000,1,0
kilowatts/square centimetre,sound intensity,POSC,kW/cm2,kW/cm2,W/m2,0,10000000,1,0
kilowatts/square centimetre,energy fluence rate,POSC,kW/cm2,kW/cm2,W/m2,0,10000000,1,0
kilowatts/square metre,density of heat flow rate,POSC,kW/m2,kW/m2,W/m2,0,1000,1,0
kilowatts/square metre,poynting vector,POSC,kW/m2,kW/m2,W/m2,0,1000,1,0
kilowatts/square metre,radiant energy,POSC,kW/m2,kW/m2,W/m2,0,1000,1,0
kilowatts/square metre,fluence rate,POSC,kW/m2,kW/m2,W/m2,0,1000,1,0
kilowatts/square metre,radiant exitance,POSC,kW/m2,kW/m2,W/m2,0,1000,1,0
kilowatts/square metre,irradiance,POSC,kW/m2,kW/m2,W/m2,0,1000,1,0
kilowatts/square metre,sound intensity,POSC,kW/m2,kW/m2,W/m2,0,1000,1,0
kilowatts/square metre,energy fluence rate,POSC,kW/m2,kW/m2,W/m2,0,1000,1,0
kilowatts/square metre degree Kelvin,heat transfer coefficient,POSC,kW/m2.K,kW/m2.K,W/m2.K,0,1000,1,0
kilowatts/cubic metre,power per volume,POSC,kW/m3,kW/m3,W/m3,0,1000,1,0
killowatts/cubic metre degree Kelvin,volumetric heat transfer coefficient,POSC,kW/m3.K,kW/m3.K,W/m3.K,0,1000,1,0
litre,volume,POSC,L,L,m3,0,0.001,1,0
litre,volume,POSC,L,dm3,m3,0,0.001,1,0
liter per hundred kilogram,specific volume,POSC,L/100kg,dm3,m3/kg,0,0.00001,1,0
liter per hundred kilogram,massic volume,POSC,L/100kg,dm3,m3/kg,0,0.00001,1,0
litres/100 kilometres,volume per length,POSC,L/100km,dm3,m2,0,0.000000001,1,0
liter per ten barrel,volume per volume,POSC,L/10bbl,dm3,Euc,0,0.001,1.589.873,0
